2239.637	0.035	0	0	1	2	1	2	0	0	0	3	0	3	86FoMcPeWa.28
2240.512	0.005	0	1	0	2	1	1	0	0	0	2	1	2	86FoMcPeWa.29
2242.303	0.005	0	0	1	2	2	1	0	0	0	3	1	2	86FoMcPeWa.30
2245.109	0.005	0	0	1	1	0	1	0	0	0	2	1	2	86FoMcPeWa.31
2246.697	0.005	0	1	0	1	0	1	0	0	0	0	0	0	86FoMcPeWa.32
2257.495	0.005	0	0	1	3	2	1	0	0	0	3	3	0	86FoMcPeWa.33
2261.176	0.005	0	0	1	4	0	4	0	0	0	4	1	3	86FoMcPeWa.34
2263.807	0.005	0	0	1	3	1	3	0	0	0	3	2	2	86FoMcPeWa.35
2271.135	0.005	0	0	1	1	1	1	0	0	0	2	0	2	86FoMcPeWa.36
2272.395	0.005	0	0	1	2	1	2	0	0	0	2	2	1	86FoMcPeWa.37
2275.403	0.005	0	0	1	0	0	0	0	0	0	1	1	1	86FoMcPeWa.38
2279.085	0.005	0	0	1	4	1	3	0	0	0	4	2	2	86FoMcPeWa.39
2283.81	0.005	0	1	0	2	2	1	0	0	0	2	0	2	86FoMcPeWa.40
2284.565	0.005	0	0	1	3	0	3	0	0	0	3	1	2	86FoMcPeWa.41
2287.118	0.005	0	1	0	4	1	3	0	0	0	4	1	4	86FoMcPeWa.42
2288.623	0.005	0	0	1	2	1	1	0	0	0	2	2	0	86FoMcPeWa.43
2290.658	0.005	0	1	0	5	1	5	0	0	0	4	1	4	86FoMcPeWa.44
2301.83	0.005	0	0	1	2	0	2	0	0	0	2	1	1	86FoMcPeWa.45
2311.512	0.005	0	0	1	1	0	1	0	0	0	1	1	0	86FoMcPeWa.46
2380.824	0.005	0	0	1	2	1	1	0	0	0	2	0	2	86FoMcPeWa.47
2381.367	0.005	0	1	0	2	2	0	0	0	0	1	0	1	86FoMcPeWa.48
2393.633	0.005	0	0	1	2	2	0	0	0	0	2	1	1	86FoMcPeWa.49
2402.795	0.005	0	0	1	1	1	1	0	0	0	0	0	0	86FoMcPeWa.50
2417.734	0.005	0	0	1	2	0	2	0	0	0	1	1	1	86FoMcPeWa.51
2429.647	0.04	0	0	1	2	2	1	0	0	0	2	1	2	86FoMcPeWa.52
2445.348	0.005	0	0	1	2	1	2	0	0	0	1	0	1	86FoMcPeWa.53
2445.606	0.04	0	0	1	3	1	2	0	0	0	2	2	1	86FoMcPeWa.54
2448.627	0.005	0	1	0	3	2	1	0	0	0	2	0	2	86FoMcPeWa.55
2466.041	0.005	0	0	1	3	3	1	0	0	0	3	2	2	86FoMcPeWa.56
2471.865	0.005	0	0	1	3	0	3	0	0	0	2	1	2	86FoMcPeWa.57
2486.932	0.005	0	0	1	3	1	3	0	0	0	2	0	2	86FoMcPeWa.58
2490.782	0.005	0	0	1	4	2	3	0	0	0	4	1	4	86FoMcPeWa.59
2496.014	0.005	0	0	1	2	2	1	0	0	0	1	1	0	86FoMcPeWa.60
2505.693	0.005	0	0	1	4	1	3	0	0	0	3	2	2	86FoMcPeWa.61
2509.541	0.04	0	0	1	2	2	0	0	0	0	1	1	1	86FoMcPeWa.62
2512.598	0.005	0	1	0	3	3	1	0	0	0	2	1	2	86FoMcPeWa.63
2523.271	0.005	0	0	1	4	0	4	0	0	0	3	1	3	86FoMcPeWa.64
2523.953	0.005	0	0	1	4	1	4	0	0	0	3	0	3	86FoMcPeWa.65
2534.328	0.005	0	0	1	3	2	2	0	0	0	2	1	1	86FoMcPeWa.66
2537.2	0.005	0	1	0	4	2	2	0	0	0	3	0	3	86FoMcPeWa.67
2568.302	0.005	0	0	1	4	2	3	0	0	0	3	1	2	86FoMcPeWa.68
2571.585	0.005	0	0	1	5	0	5	0	0	0	4	1	4	86FoMcPeWa.69
2572.755	0.005	0	0	1	5	1	5	0	0	0	4	0	4	86FoMcPeWa.70
2578.462	0.005	0	0	1	3	2	1	0	0	0	2	1	2	86FoMcPeWa.71
2596.96	0.005	0	0	1	3	3	1	0	0	0	2	2	0	86FoMcPeWa.72
2602.146	0.005	0	0	1	3	3	0	0	0	0	2	2	1	86FoMcPeWa.73
4271.0174	0.011	0	2	0	1	1	1	0	0	0	1	1	0	02FaDaKo.01
4301.6315	0.017	0	2	0	1	1	0	0	0	0	1	1	1	02FaDaKo.02
4352.3589	0.007	0	2	0	2	1	2	0	0	0	1	1	1	02FaDaKo.03
4394.3288	0.011	0	2	0	2	1	1	0	0	0	1	1	0	02FaDaKo.04
4538.4054	0.024	0	0	2	1	1	1	0	0	0	2	1	2	02FaDaKo.05
4422.7188	0.004	0	1	1	1	0	1	0	0	0	1	1	0	02FaDaKo.06
4495.8809	0.011	0	1	1	2	0	2	0	0	0	1	1	1	02FaDaKo.07
4512.5665	0.011	0	1	1	1	1	1	0	0	0	0	0	0	02FaDaKo.08
5.203172	0.000005	0	0	0	2	2	0	0	0	0	2	2	1	05AmHi.01
12.422638	0.000005	0	0	0	1	1	0	0	0	0	1	1	1	05AmHi.02
21.562591	0.000005	0	0	0	3	2	1	0	0	0	3	2	2	05AmHi.03
6459.031	0.005	0	2	1	2	0	2	0	0	0	1	1	1	06HlKoPlKo.01
6466.501	0.008	0	2	1	1	1	1	0	0	0	0	0	0	06HlKoPlKo.02
6491.322	0.023	0	2	1	2	1	2	0	0	0	1	0	1	06HlKoPlKo.03
45.703145	0.003005	0	0	0	1	0	1	0	0	0	0	0	0	06Amano.1
85.951336	0.000305	0	0	0	2	0	2	0	0	0	1	0	1	06Amano.2
103.482565	0.000005	0	0	0	2	1	1	0	0	0	1	1	0	06Amano.3
115.201458	0.000005	0	0	0	3	1	3	0	0	0	2	1	2	06Amano.4
6241.966	0.005	0	3	0	0	0	0	0	0	0	1	0	1	07AsHuMuKu.01
6270.392	0.005	0	3	0	1	1	1	0	0	0	1	1	0	07AsHuMuKu.02
6303.784	0.005	0	3	0	1	1	0	0	0	0	1	1	1	07AsHuMuKu.03
6330.973	0.005	0	3	0	1	0	1	0	0	0	0	0	0	07AsHuMuKu.04
6340.688	0.005	0	2	1	0	0	0	0	0	0	1	1	1	07AsHuMuKu.05
6369.46	0.005	0	2	1	1	0	1	0	0	0	1	1	0	07AsHuMuKu.06
6433.742	0.005	0	2	1	1	1	0	0	0	0	1	0	1	07AsHuMuKu.07
6459.036	0.005	0	2	1	2	0	2	0	0	0	1	1	1	07AsHuMuKu.08
6466.532	0.005	0	2	1	1	1	1	0	0	0	0	0	0	07AsHuMuKu.09
6483.576	0.005	0	2	1	3	0	3	0	0	0	2	1	2	07AsHuMuKu.10
6491.349	0.005	0	2	1	2	1	2	0	0	0	1	0	1	07AsHuMuKu.11
6573.837	0.005	0	2	1	2	2	1	0	0	0	1	1	0	07AsHuMuKu.12
6589.412	0.005	0	2	1	2	2	0	0	0	0	1	1	1	07AsHuMuKu.13
6945.877	0.005	1	2	0	0	0	0	0	0	0	1	0	1	07AsHuMuKu.14
6974.252	0.005	1	2	0	1	1	1	0	0	0	1	1	0	07AsHuMuKu.15
7004.803	0.005	1	2	0	1	1	0	0	0	0	1	1	1	07AsHuMuKu.16
7039.362	0.005	1	2	0	1	0	1	0	0	0	0	0	0	07AsHuMuKu.17
7066.839	0.005	1	2	0	2	1	2	0	0	0	1	1	1	07AsHuMuKu.18
7077.529	0.005	1	2	0	2	0	2	0	0	0	1	0	1	07AsHuMuKu.19
7105.518	0.005	1	2	0	2	1	1	0	0	0	1	1	0	07AsHuMuKu.20
2946.805	0.005	1	0	0	0	0	0	0	0	0	1	0	1	07AsHuMuKu.21
3003.279	0.005	1	0	0	1	1	0	0	0	0	1	1	1	07AsHuMuKu.22
3038.182	0.005	1	0	0	1	0	1	0	0	0	0	0	0	07AsHuMuKu.23
3068.85	0.005	1	0	0	2	1	2	0	0	0	1	1	1	07AsHuMuKu.24
3077.611	0.005	1	0	0	2	0	2	0	0	0	1	0	1	07AsHuMuKu.25
3094.671	0.005	1	0	0	2	1	1	0	0	0	1	1	0	07AsHuMuKu.26
3164.118	0.005	1	0	0	2	2	0	0	0	0	1	0	1	07AsHuMuKu.27
5.203171	0.000005	0	0	0	2	2	0	0	0	0	2	2	1	09YoMaMoTa.01
12.422638	0.000005	0	0	0	1	1	0	0	0	0	1	1	1	09YoMaMoTa.02
21.562591	0.000005	0	0	0	3	2	1	0	0	0	3	2	2	09YoMaMoTa.03
45.701106	0.000005	0	0	0	1	0	1	0	0	0	0	0	0	09YoMaMoTa.04
78.829284	0.000005	0	0	0	2	1	2	0	0	0	1	1	1	09YoMaMoTa.05
85.951539	0.000005	0	0	0	2	0	2	0	0	0	1	0	1	09YoMaMoTa.06
103.48253	0.00005	0	0	0	2	1	1	0	0	0	1	1	0	09YoMaMoTa.07
115.20145	0.00005	0	0	0	3	1	3	0	0	0	2	1	2	09YoMaMoTa.08
45.701106	0.000001	0	0	0	1	0	1	0	0	0	0	0	0	08AsRiMuWi.1
